PUBLICATION_DATE,UID,TAXA_ID,SITE_ID,DATE_COL,VISIT_NO,EPA_REG,STATE,SITESAMP,UNIQUE_ID,AG_ECO9,SAMPLE_TYPE,IS_DISTINCT,IS_DISTINCT300,TOTAL,TOTAL300,TARGET_TAXON,NON_TARGET,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,FFG,HABIT,PTV
2/10/2021,2012907,3594,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,8,5,CLADOTANYTARSUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,CLADOTANYTARSUS,"CF,CG",CB,6
2/10/2021,2012907,5110,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,1,1,ORTHOCLADIINAE,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,,STICTOCLADIUS,,,
2/10/2021,2012907,3847,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,0,0,1,1,HYDROPTILIDAE,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,,,,PI,CB,3.8
2/10/2021,2012907,3709,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,1,1,EPHORON,,ARTHROPODA,INSECTA,EPHEMEROPTERA,POLYMITARCYIDAE,,,EPHORON,CG,BU,2
2/10/2021,2012907,3801,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,1,1,HEPTAGENIA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,,HEPTAGENIA,SC,CN,2
2/10/2021,2012907,4005,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,2,1,NANOCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,NANOCLADIUS,CG,SP,4.1
2/10/2021,2012907,3544,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,11,4,CALLIBAETIS,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,CALLIBAETIS,CG,BU,4
2/10/2021,2012907,4362,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,14,9,THIENEMANNIMYIA GENUS GR.,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,,PR,SP,
2/10/2021,2012907,3581,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,0,0,2,1,CHIRONOMIDAE,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,,,"CG,CF",BU,6.2
2/10/2021,2012907,3500,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,0,0,28,10,BAETIDAE,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,,CG,SW,4.2
2/10/2021,2012907,4166,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,,1,,PLAUDITUS,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,PLAUDITUS,,SW,4
2/10/2021,2012907,3948,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,28,18,MACCAFFERTIUM,,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,,MACCAFFERTIUM,,CN,
2/10/2021,2012907,4308,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,1,1,STEMPELLINELLA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINELLA,CG,"CB,CN",2
2/10/2021,2012907,3846,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,6,3,HYDROPTILA,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,,,HYDROPTILA,"PI,PR,SC",CN,2.6
2/10/2021,2012907,4102,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,1,1,PARACLOEODES,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,PARACLOEODES,"SC,SH",SW,5
2/10/2021,2012907,3551,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,19,12,CAMELOBAETIDIUS,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,CAMELOBAETIDIUS,SH,SW,4
2/10/2021,2012907,4120,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,2,1,PARATANYTARSUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,PARATANYTARSUS,CG,CN,7
2/10/2021,2012907,3729,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,15,5,FALLCEON,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,FALLCEON,SH,SW,3.2
2/10/2021,2012907,4178,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,14,11,POLYPEDILUM,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,SH,"CB,CN",5.5
2/10/2021,2012907,3892,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,,1,,LEBERTIA,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,LEBERTIIDAE,,,LEBERTIA,PR,CB,8
2/10/2021,2012907,3759,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,3,2,GOMPHIDAE,,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,,,PR,BU,
2/10/2021,2012907,3406,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,2,1,ABLABESMYIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,ABLABESMYIA,PR,SP,5.6
2/10/2021,2012907,4376,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,2,2,TRAVERELLA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,,TRAVERELLA,PR,CN,2
2/10/2021,2012907,3855,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,7,4,HYGROBATES,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,HYGROBATIDAE,,,HYGROBATES,PR,CB,8
2/10/2021,2012907,4348,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,42,27,TANYTARSUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,TANYTARSUS,CF,CN,2.2
2/10/2021,2012907,3802,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,0,0,8,5,HEPTAGENIIDAE,,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,,,SC,CN,4.1
2/10/2021,2012907,3623,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,50,30,CRICOTOPUS/ORTHOCLADIUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,,"SH,CG","SP,CN,BU",
2/10/2021,2012907,4257,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,4,1,ROBACKIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,ROBACKIA,CG,BU,2.4
2/10/2021,2012907,5112,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,98,60,ANAFROPTILUM,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,ANAFROPTILUM,,,
2/10/2021,2012907,4384,NRS18_NV_10014,7/16/2018,1,Region_09,NV,Y,NRS_NV-10395,XER,BERW,1,1,136,75,TRICORYTHODES,,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOHYPHIDAE,,,TRICORYTHODES,"CG,SH",SP,4
2/10/2021,2012908,3706,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,0,0,5,1,EPHEMERELLIDAE,,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,,,,CG,CN,1.4
2/10/2021,2012908,4362,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,,1,,THIENEMANNIMYIA GENUS GR.,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,,PR,SP,
2/10/2021,2012908,3597,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,8,3,CLEPTELMIS,,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,,,CLEPTELMIS,,CN,4
2/10/2021,2012908,4178,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,6,4,POLYPEDILUM,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,POLYPEDILUM,SH,"CB,CN",5.5
2/10/2021,2012908,3466,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,4,3,APATANIA,,ARTHROPODA,INSECTA,TRICHOPTERA,APATANIIDAE,,,APATANIA,PR,CN,
2/10/2021,2012908,3695,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,0,,1,,EMPIDIDAE,,ARTHROPODA,INSECTA,DIPTERA,EMPIDIDAE,,,,PR,SP,6.1
2/10/2021,2012908,3618,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,,1,,CORYDALIDAE,,ARTHROPODA,INSECTA,MEGALOPTERA,CORYDALIDAE,,,,PR,CN,1.5
2/10/2021,2012908,4366,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,2,2,TIMPANOGA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,,,TIMPANOGA,"CG,PR","CN,SP",2
2/10/2021,2012908,4175,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,1,1,POLYCENTROPUS,,ARTHROPODA,INSECTA,TRICHOPTERA,POLYCENTROPODIDAE,,,POLYCENTROPUS,PR,CN,4
2/10/2021,2012908,5110,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,10,3,ORTHOCLADIINAE,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,,STICTOCLADIUS,,,
2/10/2021,2012908,4247,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,12,9,RHEOTANYTARSUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,RHEOTANYTARSUS,CF,CN,6
2/10/2021,2012908,3445,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,,3,,AMIOCENTRUS,,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,,,AMIOCENTRUS,PR,CN,1.5
2/10/2021,2012908,3703,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,3,2,EPEORUS,,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,,EPEORUS,"CG,PR,SC",CN,1.4
2/10/2021,2012908,4308,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,2,1,STEMPELLINELLA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,STEMPELLINELLA,CG,"CB,CN",2
2/10/2021,2012908,3535,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,13,7,BRILLIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,BRILLIA,SH,BU,4.6
2/10/2021,2012908,3439,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,5,1,AMELETUS,,ARTHROPODA,INSECTA,EPHEMEROPTERA,AMELETIDAE,,,AMELETUS,"CG,SC,SH",SW,1
2/10/2021,2012908,4980,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,,1,,WOOLASTOOKIA,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,ATURIDAE,,,WOOLASTOOKIA,,,
2/10/2021,2012908,3501,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,44,26,BAETIS,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,BAETIS,CG,CN,3.4
2/10/2021,2012908,3753,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,0,0,4,3,GLOSSOSOMATIDAE,,ARTHROPODA,INSECTA,TRICHOPTERA,GLOSSOSOMATIDAE,,,,SC,CN,0.7
2/10/2021,2012908,4276,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,2,1,SIALIS,,ARTHROPODA,INSECTA,MEGALOPTERA,SIALIDAE,,,SIALIS,PR,BU,4
2/10/2021,2012908,4138,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,0,0,1,1,PERLIDAE,,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,,,,PR,CN,1.4
2/10/2021,2012908,4055,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,,1,,OCTOGOMPHUS,,ARTHROPODA,INSECTA,ODONATA,GOMPHIDAE,,,OCTOGOMPHUS,PR,BU,
2/10/2021,2012908,3846,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,,2,,HYDROPTILA,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPTILIDAE,,,HYDROPTILA,"PI,PR,SC",CN,2.6
2/10/2021,2012908,3855,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,,1,,HYGROBATES,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,HYGROBATIDAE,,,HYGROBATES,PR,CB,8
2/10/2021,2012908,3583,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,0,1,1,1,CHLOROPERLIDAE,,ARTHROPODA,INSECTA,PLECOPTERA,CHLOROPERLIDAE,,,,PR,CN,1.1
2/10/2021,2012908,3845,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,0,0,2,2,HYDROPSYCHIDAE,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,,,,CF,CN,3.4
2/10/2021,2012908,4108,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,15,8,PARALEPTOPHLEBIA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,LEPTOPHLEBIIDAE,,,PARALEPTOPHLEBIA,CG,SW,1
2/10/2021,2012908,4224,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,1,1,PSYCHOGLYPHA,,ARTHROPODA,INSECTA,TRICHOPTERA,LIMNEPHILIDAE,,,PSYCHOGLYPHA,SH,SP,1
2/10/2021,2012908,3721,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,,2,,EUBRIANAX,,ARTHROPODA,INSECTA,COLEOPTERA,PSEPHENIDAE,,,EUBRIANAX,SC,CN,4
2/10/2021,2012908,3994,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,2,1,MOSELIA,,ARTHROPODA,INSECTA,PLECOPTERA,LEUCTRIDAE,,,MOSELIA,SH,SP,0
2/10/2021,2012908,3661,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,7,1,DIPHETOR,,ARTHROPODA,INSECTA,EPHEMEROPTERA,BAETIDAE,,,DIPHETOR,"CG,SH",SW,4.2
2/10/2021,2012908,3802,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,0,0,40,23,HEPTAGENIIDAE,,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,,,SC,CN,4.1
2/10/2021,2012908,4028,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,1,1,NEOPLASTA,,ARTHROPODA,INSECTA,DIPTERA,EMPIDIDAE,,,NEOPLASTA,PR,SP,
2/10/2021,2012908,3881,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,1,1,KRENOSMITTIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,KRENOSMITTIA,CG,SP,8
2/10/2021,2012908,4296,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,2,1,SPERCHON,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,SPERCHONIDAE,,,SPERCHON,PR,CB,8
2/10/2021,2012908,3844,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,19,13,HYDROPSYCHE,,ARTHROPODA,INSECTA,TRICHOPTERA,HYDROPSYCHIDAE,,,HYDROPSYCHE,"CF,PR",CN,3
2/10/2021,2012908,3861,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,1,1,IRONODES,,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,,IRONODES,PR,CN,
2/10/2021,2012908,4394,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,7,2,TVETENIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,TVETENIA,CG,SP,5
2/10/2021,2012908,3566,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,2,1,CERATOPOGONIDAE,,ARTHROPODA,INSECTA,DIPTERA,CERATOPOGONIDAE,,,,PR,SP,6
2/10/2021,2012908,4143,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,,1,,PHAENOPSECTRA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,PHAENOPSECTRA,"CG,SC",CN,7
2/10/2021,2012908,3543,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,4,2,CALINEURIA,,ARTHROPODA,INSECTA,PLECOPTERA,PERLIDAE,,,CALINEURIA,PR,CN,
2/10/2021,2012908,4430,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,1,1,ZAPADA,,ARTHROPODA,INSECTA,PLECOPTERA,NEMOURIDAE,,,ZAPADA,SH,SP,1.9
2/10/2021,2012908,3812,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,,2,,HETEROPLECTRON,,ARTHROPODA,INSECTA,TRICHOPTERA,CALAMOCERATIDAE,,,HETEROPLECTRON,SH,SP,2
2/10/2021,2012908,3676,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,4,2,DRUNELLA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,,,DRUNELLA,"PR,SC",CN,1.2
2/10/2021,2012908,4332,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,,1,,SWELTSA,,ARTHROPODA,INSECTA,PLECOPTERA,CHLOROPERLIDAE,,,SWELTSA,PR,CN,
2/10/2021,2012908,3890,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,2,1,LARSIA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,LARSIA,PR,SP,4.5
2/10/2021,2012908,4074,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,2,2,OREODYTES,,ARTHROPODA,INSECTA,COLEOPTERA,DYTISCIDAE,,,OREODYTES,SH,SW,5
2/10/2021,2012908,3581,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,0,0,24,11,CHIRONOMIDAE,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,,,,"CG,CF",BU,6.2
2/10/2021,2012908,4017,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,0,,1,,NEMOURIDAE,,ARTHROPODA,INSECTA,PLECOPTERA,NEMOURIDAE,,,,SH,CN,2.3
2/10/2021,2012908,4962,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,,3,,MATRIELLA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,EPHEMERELLIDAE,,,MATRIELLA,,,
2/10/2021,2012908,3817,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,3,1,HEXATOMA,,ARTHROPODA,INSECTA,DIPTERA,TIPULIDAE,,,HEXATOMA,PR,BU,1.5
2/10/2021,2012908,4281,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,13,4,SIMULIUM,,ARTHROPODA,INSECTA,DIPTERA,SIMULIIDAE,,,SIMULIUM,CF,CN,5.7
2/10/2021,2012908,4134,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,4,1,PENTANEURA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,TANYPODINAE,PENTANEURINI,PENTANEURA,PR,SP,5.6
2/10/2021,2012908,4348,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,9,2,TANYTARSUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,TANYTARSINI,TANYTARSUS,CF,CN,2.2
2/10/2021,2012908,3589,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,6,2,CINYGMA,,ARTHROPODA,INSECTA,EPHEMEROPTERA,HEPTAGENIIDAE,,,CINYGMA,PR,CN,4
2/10/2021,2012908,4253,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,11,6,RHYACOPHILA,,ARTHROPODA,INSECTA,TRICHOPTERA,RHYACOPHILIDAE,,,RHYACOPHILA,PR,CN,1.5
2/10/2021,2012908,3620,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,1,1,CORYNONEURA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,CORYNONEURA,CG,SP,3.5
2/10/2021,2012908,4393,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,4,3,TURBELLARIA,,PLATYHELMINTHES,TURBELLARIA,,,,,,PR,SP,4.7
2/10/2021,2012908,3451,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,5,3,AMPUMIXIS,,ARTHROPODA,INSECTA,COLEOPTERA,ELMIDAE,,,AMPUMIXIS,CG,CN,4
2/10/2021,2012908,4027,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,1,1,NEOPHYLAX,,ARTHROPODA,INSECTA,TRICHOPTERA,UENOIDAE,,,NEOPHYLAX,SC,CN,2.3
2/10/2021,2012908,3722,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,1,1,EUKIEFFERIELLA,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,EUKIEFFERIELLA,CG,SP,6.3
2/10/2021,2012908,4112,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,2,1,PARAMETRIOCNEMUS,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,ORTHOCLADIINAE,,PARAMETRIOCNEMUS,CG,SP,3.9
2/10/2021,2012908,4061,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,6,4,OLIGOCHAETA,,ANNELIDA,OLIGOCHAETA,,,,,,CG,BU,6
2/10/2021,2012908,3982,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,44,19,MICROTENDIPES,,ARTHROPODA,INSECTA,DIPTERA,CHIRONOMIDAE,CHIRONOMINAE,CHIRONOMINI,MICROTENDIPES,CF,CN,6
2/10/2021,2012908,4388,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,0,0,2,1,TROMBIDIFORMES,,ARTHROPODA,ARACHNIDA,TROMBIDIFORMES,,,,,PR,,8
2/10/2021,2012908,3871,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,2,1,JUGA,,MOLLUSCA,GASTROPODA,NEOTAENIOGLOSSA,PLEUROCERIDAE,,,JUGA,SC,CB,
2/10/2021,2012908,3977,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,12,6,MICRASEMA,,ARTHROPODA,INSECTA,TRICHOPTERA,BRACHYCENTRIDAE,,,MICRASEMA,SH,CN,0.9
2/10/2021,2012908,3667,NRS18_CA_10021,7/16/2018,1,Region_09,CA,Y,NRS_CA-11009,WMT,BERW,1,1,1,1,DIXA,,ARTHROPODA,INSECTA,DIPTERA,DIXIDAE,,,DIXA,"CG,PR",CB,1
